"PUBLISHER","AD_FORMAT","DEVICE_TYPE","GEO_METRO","IMPRESSIONS","PURCHASES","PURCHASE_RATE_PCT","YIELD_MULTIPLIER","BID_MULTIPLIER","FLOOR_TIER"
"theverge.com","native",1,"Denver",478,5,1.046,0.97,0.97,"STANDARD"
"bbc.com","video",5,"New York",481,5,1.04,0.97,0.97,"STANDARD"
"variety.com","native",1,"Philadelphia",479,5,1.044,0.97,0.97,"STANDARD"
"foxnews.com","native",7,"Phoenix",487,5,1.027,0.96,0.96,"STANDARD"
"bbc.com","native",4,"Phoenix",486,5,1.029,0.96,0.96,"STANDARD"
"people.com","banner",1,"Philadelphia",965,10,1.036,0.96,0.96,"STANDARD"
"cnn.com","video",1,"Miami",484,5,1.033,0.96,0.96,"STANDARD"
"bbc.com","video",4,"Phoenix",486,5,1.029,0.96,0.96,"STANDARD"
"buzzfeed.com","native",2,"Houston",487,5,1.027,0.96,0.96,"STANDARD"
"cnn.com","video",7,"Atlanta",487,5,1.027,0.96,0.96,"STANDARD"
"cnn.com","native",4,"Denver",484,5,1.033,0.96,0.96,"STANDARD"
"tmz.com","video",4,"Los Angeles",483,5,1.035,0.96,0.96,"STANDARD"
"techcrunch.com","video",4,"Philadelphia",440,4,0.909,0.85,0.85,"STANDARD"
"weather.com","video",2,"Miami",438,4,0.913,0.85,0.85,"STANDARD"
"weather.com","video",6,"Los Angeles",439,4,0.911,0.85,0.85,"STANDARD"
"weather.com","banner",4,"Los Angeles",879,8,0.91,0.85,0.85,"STANDARD"
"foxnews.com","video",6,"Atlanta",438,4,0.913,0.85,0.85,"STANDARD"
"foxnews.com","banner",1,"Houston",989,9,0.91,0.85,0.85,"STANDARD"
"techcrunch.com","video",6,"Philadelphia",437,4,0.915,0.85,0.85,"STANDARD"
"foxnews.com","banner",3,"Atlanta",982,9,0.916,0.85,0.85,"STANDARD"
"foxnews.com","native",4,"Philadelphia",438,4,0.913,0.85,0.85,"STANDARD"
"nytimes.com","banner",1,"Houston",989,9,0.91,0.85,0.85,"STANDARD"
"foxnews.com","native",4,"Phoenix",442,4,0.905,0.84,0.84,"STANDARD"
"cnet.com","banner",7,"Dallas-Ft. Worth",998,9,0.902,0.84,0.84,"STANDARD"
"espn.com","banner",7,"Atlanta",993,9,0.906,0.84,0.84,"STANDARD"
"cnet.com","banner",7,"Houston",996,9,0.904,0.84,0.84,"STANDARD"
"espn.com","banner",6,"New York",1001,9,0.899,0.84,0.84,"STANDARD"
"nytimes.com","banner",1,"Dallas-Ft. Worth",992,9,0.907,0.84,0.84,"STANDARD"
"theverge.com","banner",7,"Chicago",992,9,0.907,0.84,0.84,"STANDARD"
"theverge.com","banner",1,"Atlanta",994,9,0.905,0.84,0.84,"STANDARD"
"tmz.com","video",1,"Miami",442,4,0.905,0.84,0.84,"STANDARD"
"nytimes.com","banner",3,"Miami",1009,9,0.892,0.83,0.83,"STANDARD"
"weather.com","video",1,"Denver",450,4,0.889,0.83,0.83,"STANDARD"
"tmz.com","video",3,"Denver",448,4,0.893,0.83,0.83,"STANDARD"
"foxnews.com","video",5,"Miami",448,4,0.893,0.83,0.83,"STANDARD"
"weather.com","banner",1,"Los Angeles",895,8,0.894,0.83,0.83,"STANDARD"
"weather.com","video",6,"Dallas-Ft. Worth",448,4,0.893,0.83,0.83,"STANDARD"
"forbes.com","banner",7,"Miami",1013,9,0.888,0.83,0.83,"STANDARD"
"people.com","banner",6,"Houston",1006,9,0.895,0.83,0.83,"STANDARD"
"espn.com","banner",1,"Philadelphia",901,8,0.888,0.83,0.83,"STANDARD"
"nytimes.com","video",6,"Philadelphia",449,4,0.891,0.83,0.83,"STANDARD"
"buzzfeed.com","banner",3,"Philadelphia",1013,9,0.888,0.83,0.83,"STANDARD"
"foxnews.com","native",4,"Chicago",449,4,0.891,0.83,0.83,"STANDARD"
"cnet.com","video",5,"Denver",447,4,0.895,0.83,0.83,"STANDARD"
"cnn.com","native",5,"Phoenix",457,4,0.875,0.82,0.82,"STANDARD"
"foxnews.com","native",1,"Miami",456,4,0.877,0.82,0.82,"STANDARD"
"weather.com","native",6,"New York",454,4,0.881,0.82,0.82,"STANDARD"
"theverge.com","video",4,"Philadelphia",452,4,0.885,0.82,0.82,"STANDARD"
"buzzfeed.com","native",6,"New York",455,4,0.879,0.82,0.82,"STANDARD"
"nytimes.com","video",1,"Chicago",455,4,0.879,0.82,0.82,"STANDARD"
"variety.com","video",6,"Phoenix",455,4,0.879,0.82,0.82,"STANDARD"
"forbes.com","native",2,"Houston",453,4,0.883,0.82,0.82,"STANDARD"
"cnet.com","video",6,"Houston",457,4,0.875,0.82,0.82,"STANDARD"
"techcrunch.com","video",1,"Phoenix",456,4,0.877,0.82,0.82,"STANDARD"
"buzzfeed.com","video",6,"Atlanta",457,4,0.875,0.82,0.82,"STANDARD"
"forbes.com","video",5,"Philadelphia",455,4,0.879,0.82,0.82,"STANDARD"
"cnn.com","video",4,"Dallas-Ft. Worth",456,4,0.877,0.82,0.82,"STANDARD"
"bbc.com","video",4,"Miami",455,4,0.879,0.82,0.82,"STANDARD"
"foxnews.com","banner",7,"Dallas-Ft. Worth",959,8,0.834,0.78,0.78,"DISCOUNT"
"cnet.com","native",3,"Houston",476,4,0.84,0.78,0.78,"DISCOUNT"
"people.com","banner",5,"Los Angeles",959,8,0.834,0.78,0.78,"DISCOUNT"
"bbc.com","video",5,"Chicago",478,4,0.837,0.78,0.78,"DISCOUNT"
"washingtonpost.com","native",2,"Philadelphia",478,4,0.837,0.78,0.78,"DISCOUNT"
"techcrunch.com","native",2,"Atlanta",477,4,0.839,0.78,0.78,"DISCOUNT"
"espn.com","banner",7,"Phoenix",956,8,0.837,0.78,0.78,"DISCOUNT"
"bbc.com","banner",7,"Phoenix",955,8,0.838,0.78,0.78,"DISCOUNT"
"buzzfeed.com","video",6,"Dallas-Ft. Worth",480,4,0.833,0.78,0.78,"DISCOUNT"
"bbc.com","banner",4,"Phoenix",957,8,0.836,0.78,0.78,"DISCOUNT"
"techcrunch.com","banner",7,"Chicago",960,8,0.833,0.78,0.78,"DISCOUNT"
"cnn.com","native",6,"Atlanta",475,4,0.842,0.78,0.78,"DISCOUNT"
"people.com","banner",7,"Atlanta",950,8,0.842,0.78,0.78,"DISCOUNT"
"variety.com","native",6,"Dallas-Ft. Worth",480,4,0.833,0.78,0.78,"DISCOUNT"
"weather.com","banner",6,"New York",952,8,0.84,0.78,0.78,"DISCOUNT"
"bbc.com","banner",4,"Miami",955,8,0.838,0.78,0.78,"DISCOUNT"
"forbes.com","native",5,"New York",478,4,0.837,0.78,0.78,"DISCOUNT"
"techcrunch.com","banner",7,"New York",952,8,0.84,0.78,0.78,"DISCOUNT"
"weather.com","banner",4,"Chicago",953,8,0.839,0.78,0.78,"DISCOUNT"
"theverge.com","video",2,"Miami",479,4,0.835,0.78,0.78,"DISCOUNT"
"weather.com","native",2,"Los Angeles",478,4,0.837,0.78,0.78,"DISCOUNT"
"forbes.com","banner",4,"Houston",950,8,0.842,0.78,0.78,"DISCOUNT"
"weather.com","banner",4,"Houston",960,8,0.833,0.78,0.78,"DISCOUNT"
"espn.com","banner",6,"Miami",956,8,0.837,0.78,0.78,"DISCOUNT"
"weather.com","native",5,"Chicago",477,4,0.839,0.78,0.78,"DISCOUNT"
"washingtonpost.com","video",5,"Houston",478,4,0.837,0.78,0.78,"DISCOUNT"
"buzzfeed.com","banner",1,"Philadelphia",954,8,0.839,0.78,0.78,"DISCOUNT"
"forbes.com","native",2,"Miami",480,4,0.833,0.78,0.78,"DISCOUNT"
"forbes.com","video",5,"Chicago",475,4,0.842,0.78,0.78,"DISCOUNT"
"bbc.com","video",5,"Dallas-Ft. Worth",478,4,0.837,0.78,0.78,"DISCOUNT"
"people.com","video",5,"Phoenix",478,4,0.837,0.78,0.78,"DISCOUNT"
"espn.com","banner",3,"New York",957,8,0.836,0.78,0.78,"DISCOUNT"
"variety.com","video",2,"Miami",482,4,0.83,0.77,0.77,"DISCOUNT"
"weather.com","video",2,"Dallas-Ft. Worth",484,4,0.826,0.77,0.77,"DISCOUNT"
"bbc.com","native",2,"Miami",481,4,0.832,0.77,0.77,"DISCOUNT"
"cnet.com","video",4,"Chicago",486,4,0.823,0.77,0.77,"DISCOUNT"
"buzzfeed.com","native",5,"Chicago",437,5,1.144,1.07,1.07,"STANDARD"
"theverge.com","video",1,"Miami",524,6,1.145,1.07,1.07,"STANDARD"
"nytimes.com","banner",4,"Houston",960,11,1.146,1.07,1.07,"STANDARD"
"cnn.com","native",3,"Philadelphia",435,5,1.149,1.07,1.07,"STANDARD"
"cnet.com","native",4,"Chicago",524,6,1.145,1.07,1.07,"STANDARD"
"variety.com","native",4,"Philadelphia",521,6,1.152,1.07,1.07,"STANDARD"
"buzzfeed.com","banner",1,"Houston",956,11,1.151,1.07,1.07,"STANDARD"
"nytimes.com","banner",5,"Atlanta",954,11,1.153,1.07,1.07,"STANDARD"
"theverge.com","video",5,"Philadelphia",524,6,1.145,1.07,1.07,"STANDARD"
"people.com","banner",3,"Philadelphia",953,11,1.154,1.07,1.07,"STANDARD"
"forbes.com","banner",3,"Houston",966,11,1.139,1.06,1.06,"STANDARD"
"nytimes.com","native",6,"New York",441,5,1.134,1.06,1.06,"STANDARD"
"bbc.com","native",2,"Phoenix",440,5,1.136,1.06,1.06,"STANDARD"
"techcrunch.com","native",5,"Atlanta",440,5,1.136,1.06,1.06,"STANDARD"
"tmz.com","video",7,"Phoenix",441,5,1.134,1.06,1.06,"STANDARD"
"tmz.com","native",6,"Chicago",525,6,1.143,1.06,1.06,"STANDARD"
"theverge.com","banner",1,"Chicago",964,11,1.141,1.06,1.06,"STANDARD"
"espn.com","banner",3,"Los Angeles",962,11,1.143,1.06,1.06,"STANDARD"
"techcrunch.com","video",5,"New York",441,5,1.134,1.06,1.06,"STANDARD"
"theverge.com","video",5,"Dallas-Ft. Worth",440,5,1.136,1.06,1.06,"STANDARD"
"cnet.com","banner",7,"Los Angeles",969,11,1.135,1.06,1.06,"STANDARD"
"weather.com","native",6,"Dallas-Ft. Worth",445,5,1.124,1.05,1.05,"STANDARD"
"tmz.com","native",5,"Philadelphia",444,5,1.126,1.05,1.05,"STANDARD"
"tmz.com","native",1,"Philadelphia",445,5,1.124,1.05,1.05,"STANDARD"
"variety.com","banner",1,"Atlanta",977,11,1.126,1.05,1.05,"STANDARD"
"buzzfeed.com","native",1,"Phoenix",444,5,1.126,1.05,1.05,"STANDARD"
"bbc.com","video",6,"Chicago",443,5,1.129,1.05,1.05,"STANDARD"
"cnn.com","video",5,"Miami",443,5,1.129,1.05,1.05,"STANDARD"
"nytimes.com","video",7,"Philadelphia",444,5,1.126,1.05,1.05,"STANDARD"
"buzzfeed.com","native",4,"New York",445,5,1.124,1.05,1.05,"STANDARD"
"foxnews.com","banner",3,"Chicago",978,11,1.125,1.05,1.05,"STANDARD"
"forbes.com","native",7,"Philadelphia",533,6,1.126,1.05,1.05,"STANDARD"
"buzzfeed.com","banner",6,"Houston",984,11,1.118,1.04,1.04,"STANDARD"
"tmz.com","native",1,"Dallas-Ft. Worth",449,5,1.114,1.04,1.04,"STANDARD"
"foxnews.com","video",3,"New York",447,5,1.119,1.04,1.04,"STANDARD"
"forbes.com","banner",7,"Atlanta",893,10,1.12,1.04,1.04,"STANDARD"
"people.com","banner",3,"Denver",982,11,1.12,1.04,1.04,"STANDARD"
"tmz.com","video",2,"Atlanta",447,5,1.119,1.04,1.04,"STANDARD"
"washingtonpost.com","banner",3,"Los Angeles",981,11,1.121,1.04,1.04,"STANDARD"
"nytimes.com","video",1,"Phoenix",447,5,1.119,1.04,1.04,"STANDARD"
"variety.com","video",4,"Atlanta",447,5,1.119,1.04,1.04,"STANDARD"
"theverge.com","video",1,"Denver",545,6,1.101,1.03,1.03,"STANDARD"
"buzzfeed.com","video",3,"Los Angeles",454,5,1.101,1.03,1.03,"STANDARD"
"theverge.com","video",6,"Chicago",451,5,1.109,1.03,1.03,"STANDARD"
"washingtonpost.com","native",6,"Miami",454,5,1.101,1.03,1.03,"STANDARD"
"techcrunch.com","video",2,"Los Angeles",452,5,1.106,1.03,1.03,"STANDARD"
"forbes.com","native",5,"Denver",452,5,1.106,1.03,1.03,"STANDARD"
"cnn.com","native",5,"Philadelphia",451,5,1.109,1.03,1.03,"STANDARD"
"buzzfeed.com","banner",7,"Chicago",994,11,1.107,1.03,1.03,"STANDARD"
"buzzfeed.com","banner",7,"Miami",904,10,1.106,1.03,1.03,"STANDARD"
"weather.com","native",5,"Atlanta",452,5,1.106,1.03,1.03,"STANDARD"
"variety.com","video",2,"Atlanta",453,5,1.104,1.03,1.03,"STANDARD"
"forbes.com","native",5,"Los Angeles",451,5,1.109,1.03,1.03,"STANDARD"
"buzzfeed.com","video",2,"Los Angeles",523,2,0.382,0.36,0.36,"DISCOUNT"
"tmz.com","banner",6,"Los Angeles",1023,4,0.391,0.36,0.36,"DISCOUNT"
"techcrunch.com","native",2,"Dallas-Ft. Worth",524,2,0.382,0.36,0.36,"DISCOUNT"
"variety.com","native",5,"Dallas-Ft. Worth",513,2,0.39,0.36,0.36,"DISCOUNT"
"tmz.com","native",2,"Dallas-Ft. Worth",514,2,0.389,0.36,0.36,"DISCOUNT"
"nytimes.com","banner",6,"New York",883,3,0.34,0.32,0.32,"DISCOUNT"
"washingtonpost.com","banner",4,"Chicago",863,3,0.348,0.32,0.32,"DISCOUNT"
"weather.com","banner",6,"Dallas-Ft. Worth",889,3,0.337,0.31,0.31,"DISCOUNT"
"foxnews.com","banner",5,"Atlanta",912,3,0.329,0.31,0.31,"DISCOUNT"
"foxnews.com","banner",1,"Denver",906,3,0.331,0.31,0.31,"DISCOUNT"
"theverge.com","banner",2,"Chicago",888,3,0.338,0.31,0.31,"DISCOUNT"
"variety.com","banner",2,"Philadelphia",909,3,0.33,0.31,0.31,"DISCOUNT"
"weather.com","banner",3,"Phoenix",908,3,0.33,0.31,0.31,"DISCOUNT"
"tmz.com","banner",5,"Phoenix",887,3,0.338,0.31,0.31,"DISCOUNT"
"cnn.com","banner",6,"Houston",913,3,0.329,0.31,0.31,"DISCOUNT"
"buzzfeed.com","banner",2,"Dallas-Ft. Worth",904,3,0.332,0.31,0.31,"DISCOUNT"
"cnn.com","banner",1,"Denver",915,3,0.328,0.31,0.31,"DISCOUNT"
"cnn.com","banner",5,"Phoenix",907,3,0.331,0.31,0.31,"DISCOUNT"
"washingtonpost.com","banner",5,"Los Angeles",908,3,0.33,0.31,0.31,"DISCOUNT"
"nytimes.com","banner",7,"Denver",902,3,0.333,0.31,0.31,"DISCOUNT"
"washingtonpost.com","banner",5,"Houston",889,3,0.337,0.31,0.31,"DISCOUNT"
"bbc.com","banner",6,"Denver",944,3,0.318,0.3,0.3,"DISCOUNT"
"forbes.com","banner",6,"Dallas-Ft. Worth",931,3,0.322,0.3,0.3,"DISCOUNT"
"variety.com","banner",6,"Los Angeles",937,3,0.32,0.3,0.3,"DISCOUNT"
"people.com","banner",5,"Phoenix",925,3,0.324,0.3,0.3,"DISCOUNT"
"theverge.com","banner",6,"Denver",945,3,0.317,0.3,0.3,"DISCOUNT"
"nytimes.com","banner",2,"Philadelphia",934,3,0.321,0.3,0.3,"DISCOUNT"
"techcrunch.com","banner",3,"Phoenix",936,3,0.321,0.3,0.3,"DISCOUNT"
"variety.com","banner",2,"Atlanta",919,3,0.326,0.3,0.3,"DISCOUNT"
"tmz.com","banner",2,"Houston",946,3,0.317,0.3,0.3,"DISCOUNT"
"techcrunch.com","banner",2,"Atlanta",922,3,0.325,0.3,0.3,"DISCOUNT"
"forbes.com","banner",2,"Miami",941,3,0.319,0.3,0.3,"DISCOUNT"
"people.com","banner",2,"Chicago",941,3,0.319,0.3,0.3,"DISCOUNT"
"cnn.com","banner",5,"Atlanta",926,3,0.324,0.3,0.3,"DISCOUNT"
"cnn.com","banner",4,"Dallas-Ft. Worth",931,3,0.322,0.3,0.3,"DISCOUNT"
"techcrunch.com","banner",6,"New York",936,3,0.321,0.3,0.3,"DISCOUNT"
"espn.com","banner",5,"Philadelphia",944,3,0.318,0.3,0.3,"DISCOUNT"
"washingtonpost.com","banner",6,"Miami",937,3,0.32,0.3,0.3,"DISCOUNT"
"cnet.com","banner",6,"Phoenix",928,3,0.323,0.3,0.3,"DISCOUNT"
"people.com","banner",5,"Houston",939,3,0.319,0.3,0.3,"DISCOUNT"
"nytimes.com","banner",5,"Dallas-Ft. Worth",937,3,0.32,0.3,0.3,"DISCOUNT"
"nytimes.com","banner",2,"Los Angeles",932,3,0.322,0.3,0.3,"DISCOUNT"
"cnet.com","banner",4,"Chicago",928,3,0.323,0.3,0.3,"DISCOUNT"
"variety.com","banner",1,"Phoenix",944,3,0.318,0.3,0.3,"DISCOUNT"
"forbes.com","banner",2,"Dallas-Ft. Worth",930,3,0.323,0.3,0.3,"DISCOUNT"
"washingtonpost.com","banner",2,"Miami",920,3,0.326,0.3,0.3,"DISCOUNT"
"buzzfeed.com","banner",5,"New York",917,3,0.327,0.3,0.3,"DISCOUNT"
"tmz.com","banner",4,"Dallas-Ft. Worth",921,3,0.326,0.3,0.3,"DISCOUNT"
"weather.com","banner",5,"Denver",927,3,0.324,0.3,0.3,"DISCOUNT"
"cnet.com","banner",2,"New York",943,3,0.318,0.3,0.3,"DISCOUNT"
"theverge.com","video",6,"Denver",498,4,0.803,0.75,0.75,"DISCOUNT"
"foxnews.com","native",3,"Phoenix",496,4,0.806,0.75,0.75,"DISCOUNT"
"variety.com","banner",4,"Miami",871,7,0.804,0.75,0.75,"DISCOUNT"
"forbes.com","native",2,"Los Angeles",496,4,0.806,0.75,0.75,"DISCOUNT"
"techcrunch.com","native",5,"Dallas-Ft. Worth",495,4,0.808,0.75,0.75,"DISCOUNT"
"espn.com","video",2,"New York",496,4,0.806,0.75,0.75,"DISCOUNT"
"forbes.com","video",2,"Los Angeles",499,4,0.802,0.75,0.75,"DISCOUNT"
"bbc.com","video",6,"Atlanta",498,4,0.803,0.75,0.75,"DISCOUNT"
"washingtonpost.com","native",4,"Denver",494,4,0.81,0.75,0.75,"DISCOUNT"
"bbc.com","video",5,"Denver",499,4,0.802,0.75,0.75,"DISCOUNT"
"people.com","banner",4,"Miami",989,8,0.809,0.75,0.75,"DISCOUNT"
"washingtonpost.com","banner",5,"Miami",876,7,0.799,0.74,0.74,"DISCOUNT"
"foxnews.com","video",6,"Phoenix",501,4,0.798,0.74,0.74,"DISCOUNT"
"foxnews.com","native",1,"Philadelphia",505,4,0.792,0.74,0.74,"DISCOUNT"
"variety.com","video",6,"Houston",504,4,0.794,0.74,0.74,"DISCOUNT"
"buzzfeed.com","video",5,"Phoenix",504,4,0.794,0.74,0.74,"DISCOUNT"
"washingtonpost.com","banner",3,"Houston",880,7,0.795,0.74,0.74,"DISCOUNT"
"tmz.com","native",2,"Miami",504,4,0.794,0.74,0.74,"DISCOUNT"
"cnn.com","native",5,"Denver",501,4,0.798,0.74,0.74,"DISCOUNT"
"forbes.com","native",5,"Dallas-Ft. Worth",503,4,0.795,0.74,0.74,"DISCOUNT"
"buzzfeed.com","native",3,"Phoenix",501,4,0.798,0.74,0.74,"DISCOUNT"
"nytimes.com","banner",4,"New York",881,7,0.795,0.74,0.74,"DISCOUNT"
"variety.com","video",6,"Los Angeles",500,4,0.8,0.74,0.74,"DISCOUNT"
"tmz.com","native",6,"Phoenix",506,4,0.791,0.74,0.74,"DISCOUNT"
"techcrunch.com","native",2,"Chicago",505,4,0.792,0.74,0.74,"DISCOUNT"
"theverge.com","banner",7,"Atlanta",1006,8,0.795,0.74,0.74,"DISCOUNT"
"forbes.com","native",5,"Philadelphia",504,4,0.794,0.74,0.74,"DISCOUNT"
"theverge.com","banner",7,"Los Angeles",893,7,0.784,0.73,0.73,"DISCOUNT"
"variety.com","native",2,"Houston",510,4,0.784,0.73,0.73,"DISCOUNT"
"techcrunch.com","native",2,"Miami",512,4,0.781,0.73,0.73,"DISCOUNT"
"forbes.com","video",2,"Atlanta",513,4,0.78,0.73,0.73,"DISCOUNT"
"cnet.com","native",6,"Philadelphia",511,4,0.783,0.73,0.73,"DISCOUNT"
"tmz.com","video",4,"Miami",511,4,0.783,0.73,0.73,"DISCOUNT"
"techcrunch.com","video",2,"Phoenix",513,4,0.78,0.73,0.73,"DISCOUNT"
"bbc.com","video",5,"Los Angeles",512,4,0.781,0.73,0.73,"DISCOUNT"
"bbc.com","banner",1,"Houston",896,7,0.781,0.73,0.73,"DISCOUNT"
"bbc.com","native",6,"Denver",511,4,0.783,0.73,0.73,"DISCOUNT"
"espn.com","banner",4,"Miami",907,7,0.772,0.72,0.72,"DISCOUNT"
"foxnews.com","banner",7,"Chicago",903,7,0.775,0.72,0.72,"DISCOUNT"
"nytimes.com","banner",3,"Denver",910,7,0.769,0.72,0.72,"DISCOUNT"
"buzzfeed.com","banner",3,"Chicago",1041,8,0.768,0.72,0.72,"DISCOUNT"
"theverge.com","banner",7,"New York",910,7,0.769,0.72,0.72,"DISCOUNT"
"bbc.com","banner",7,"Dallas-Ft. Worth",909,7,0.77,0.72,0.72,"DISCOUNT"
"tmz.com","video",6,"Denver",520,4,0.769,0.72,0.72,"DISCOUNT"
"forbes.com","video",1,"Miami",519,4,0.771,0.72,0.72,"DISCOUNT"
"bbc.com","banner",1,"Miami",910,7,0.769,0.72,0.72,"DISCOUNT"
"theverge.com","video",4,"Phoenix",516,4,0.775,0.72,0.72,"DISCOUNT"
"variety.com","video",3,"Philadelphia",460,7,1.522,1.42,1.42,"PREMIUM"
"weather.com","banner",3,"New York",984,15,1.524,1.42,1.42,"PREMIUM"
"techcrunch.com","native",5,"Los Angeles",459,7,1.525,1.42,1.42,"PREMIUM"
"techcrunch.com","video",1,"Los Angeles",458,7,1.528,1.42,1.42,"PREMIUM"
"washingtonpost.com","video",6,"Chicago",459,7,1.525,1.42,1.42,"PREMIUM"
"washingtonpost.com","video",1,"Houston",463,7,1.512,1.41,1.41,"PREMIUM"
"buzzfeed.com","video",7,"Philadelphia",461,7,1.518,1.41,1.41,"PREMIUM"
"weather.com","video",1,"Philadelphia",461,7,1.518,1.41,1.41,"PREMIUM"
"techcrunch.com","video",1,"Miami",461,7,1.518,1.41,1.41,"PREMIUM"
"washingtonpost.com","video",1,"Los Angeles",462,7,1.515,1.41,1.41,"PREMIUM"
"espn.com","banner",5,"Houston",923,14,1.517,1.41,1.41,"PREMIUM"
"buzzfeed.com","video",5,"Los Angeles",461,7,1.518,1.41,1.41,"PREMIUM"
"tmz.com","video",5,"Miami",463,7,1.512,1.41,1.41,"PREMIUM"
"theverge.com","video",7,"Atlanta",461,7,1.518,1.41,1.41,"PREMIUM"
"buzzfeed.com","native",5,"New York",461,7,1.518,1.41,1.41,"PREMIUM"
"cnn.com","native",4,"Philadelphia",461,7,1.518,1.41,1.41,"PREMIUM"
"people.com","video",5,"Dallas-Ft. Worth",463,7,1.512,1.41,1.41,"PREMIUM"
"forbes.com","video",4,"Chicago",534,8,1.498,1.4,1.4,"PREMIUM"
"weather.com","video",6,"Chicago",464,7,1.509,1.4,1.4,"PREMIUM"
"buzzfeed.com","video",4,"Phoenix",465,7,1.505,1.4,1.4,"PREMIUM"
"foxnews.com","video",3,"Phoenix",466,7,1.502,1.4,1.4,"PREMIUM"
"theverge.com","video",5,"Atlanta",464,7,1.509,1.4,1.4,"PREMIUM"
"tmz.com","video",4,"Denver",464,7,1.509,1.4,1.4,"PREMIUM"
"buzzfeed.com","video",6,"Houston",464,7,1.509,1.4,1.4,"PREMIUM"
"tmz.com","native",4,"Dallas-Ft. Worth",467,7,1.499,1.4,1.4,"PREMIUM"
"tmz.com","native",1,"Atlanta",467,7,1.499,1.4,1.4,"PREMIUM"
"cnet.com","video",2,"Denver",442,2,0.452,0.42,0.42,"DISCOUNT"
"espn.com","native",2,"Houston",446,2,0.448,0.42,0.42,"DISCOUNT"
"cnn.com","video",6,"Los Angeles",443,2,0.451,0.42,0.42,"DISCOUNT"
"cnn.com","native",2,"Phoenix",448,2,0.446,0.42,0.42,"DISCOUNT"
"foxnews.com","banner",5,"Denver",891,4,0.449,0.42,0.42,"DISCOUNT"
"people.com","banner",4,"New York",893,4,0.448,0.42,0.42,"DISCOUNT"
"people.com","banner",5,"Chicago",900,4,0.444,0.41,0.41,"DISCOUNT"
"cnet.com","native",2,"Dallas-Ft. Worth",450,2,0.444,0.41,0.41,"DISCOUNT"
"cnn.com","banner",2,"Dallas-Ft. Worth",908,4,0.441,0.41,0.41,"DISCOUNT"
"cnet.com","video",2,"Phoenix",455,2,0.44,0.41,0.41,"DISCOUNT"
"tmz.com","banner",2,"New York",901,4,0.444,0.41,0.41,"DISCOUNT"
"buzzfeed.com","banner",1,"Dallas-Ft. Worth",908,4,0.441,0.41,0.41,"DISCOUNT"
"nytimes.com","video",2,"New York",455,2,0.44,0.41,0.41,"DISCOUNT"
"foxnews.com","banner",5,"Philadelphia",904,4,0.442,0.41,0.41,"DISCOUNT"
"cnn.com","banner",4,"Phoenix",911,4,0.439,0.41,0.41,"DISCOUNT"
"cnn.com","native",5,"Dallas-Ft. Worth",451,2,0.443,0.41,0.41,"DISCOUNT"
"buzzfeed.com","banner",6,"Los Angeles",909,4,0.44,0.41,0.41,"DISCOUNT"
"variety.com","video",1,"Phoenix",453,2,0.442,0.41,0.41,"DISCOUNT"
"people.com","video",4,"Phoenix",459,2,0.436,0.41,0.41,"DISCOUNT"
"cnn.com","video",7,"Phoenix",454,2,0.441,0.41,0.41,"DISCOUNT"
"variety.com","native",6,"Atlanta",455,2,0.44,0.41,0.41,"DISCOUNT"
"washingtonpost.com","banner",5,"Denver",914,4,0.438,0.41,0.41,"DISCOUNT"
"buzzfeed.com","banner",5,"Dallas-Ft. Worth",907,4,0.441,0.41,0.41,"DISCOUNT"
"theverge.com","video",4,"Miami",456,2,0.439,0.41,0.41,"DISCOUNT"
"nytimes.com","video",6,"Dallas-Ft. Worth",453,2,0.442,0.41,0.41,"DISCOUNT"
"cnet.com","video",1,"Philadelphia",449,2,0.445,0.41,0.41,"DISCOUNT"
"bbc.com","video",4,"Los Angeles",449,2,0.445,0.41,0.41,"DISCOUNT"
"tmz.com","video",1,"Chicago",452,2,0.442,0.41,0.41,"DISCOUNT"
"bbc.com","banner",2,"Houston",916,4,0.437,0.41,0.41,"DISCOUNT"
"bbc.com","video",2,"Philadelphia",458,2,0.437,0.41,0.41,"DISCOUNT"
"variety.com","banner",6,"Phoenix",919,4,0.435,0.41,0.41,"DISCOUNT"
"forbes.com","video",6,"Phoenix",463,2,0.432,0.4,0.4,"DISCOUNT"
"foxnews.com","video",6,"Denver",466,2,0.429,0.4,0.4,"DISCOUNT"
"forbes.com","banner",5,"Phoenix",933,4,0.429,0.4,0.4,"DISCOUNT"
"buzzfeed.com","banner",2,"Miami",941,4,0.425,0.4,0.4,"DISCOUNT"
"bbc.com","banner",5,"Los Angeles",929,4,0.431,0.4,0.4,"DISCOUNT"
"bbc.com","native",2,"Los Angeles",464,2,0.431,0.4,0.4,"DISCOUNT"
"cnet.com","video",2,"Dallas-Ft. Worth",463,2,0.432,0.4,0.4,"DISCOUNT"
"foxnews.com","video",6,"Philadelphia",463,2,0.432,0.4,0.4,"DISCOUNT"
"weather.com","banner",1,"Dallas-Ft. Worth",935,4,0.428,0.4,0.4,"DISCOUNT"
"espn.com","banner",1,"Phoenix",931,4,0.43,0.4,0.4,"DISCOUNT"
"weather.com","banner",2,"New York",941,4,0.425,0.4,0.4,"DISCOUNT"
"variety.com","native",2,"Dallas-Ft. Worth",465,2,0.43,0.4,0.4,"DISCOUNT"
"tmz.com","native",2,"Los Angeles",466,2,0.429,0.4,0.4,"DISCOUNT"
